,Year,Wheat yield
8824,1978,1.9036
8825,1979,1.9671999
8826,1980,2.1093
8827,1981,2.1978
8828,1982,2.1359
8829,1983,1.6788
8830,1984,1.6695
8831,1985,2.0381
8832,1986,1.9375
8833,1987,1.8921
8834,1988,1.2402999
8835,1989,1.199
8836,1990,0.9833
8837,1991,1.3185999
8838,1992,1.4617
8839,1993,2.3143
8840,1994,2.3404999
8841,1995,2.2082
8842,1996,2.0332
8843,1997,2.5049
8844,1998,2.0397
8845,1999,2.0284
8846,2000,1.5002999
8847,2001,1.1309999
8848,2002,1.0555999
8849,2003,1.1163
8850,2004,1.1908
8851,2005,1.1881
8852,2006,1.2207
8853,2007,1.7530999
8854,2008,1.7859
8855,2009,1.8026999
8856,2010,1.5602
8857,2011,1.4369
8858,2012,1.3228999
8859,2013,1.3027999
8860,2014,1.726
8861,2015,1.4498
8862,2016,1.6082
8863,2017,2.088
8864,2018,2.0003
8865,2019,1.7567999
8866,2020,1.6696999
8867,2021,1.3319
8868,1961,0.8499
8869,1962,1.0149
8870,1963,1.1249
8871,1964,0.96989995
8872,1965,1.0174
8873,1966,1.0799999
8874,1967,1.1356
8875,1968,1.0878
8876,1969,1.1504999
8877,1970,1.0379
8878,1971,1.3743
8879,1972,1.3939999
8880,1973,1.05
8881,1974,1.1855
8882,1975,1.3887
8883,1976,1.5741
8884,1977,1.5733999
8885,1978,1.5503
8886,1979,1.6277
8887,1980,1.6746999
8888,1981,1.7012
8889,1982,1.7530999
8890,1983,1.6448
8891,1984,1.8202
8892,1985,1.7455
8893,1986,1.9735999
8894,1987,2.0035
8895,1988,2.1778
8896,1989,1.79
8897,1990,2.112
8898,1991,2.057
8899,1992,2.0468
8900,1993,2.0906
8901,1994,1.8281
8902,1995,1.9383999
8903,1996,1.9595
8904,1997,1.8908
8905,1998,2.1388
8906,1999,1.8571
8907,2000,2.1018999
8908,2001,2.1638
8909,2002,2.243
8910,2003,2.2026
8911,2004,2.2934
8912,2005,2.2
8913,2006,2.3997
8914,2007,2.2414
8915,2008,2.2535
8916,2009,2.5493999
8917,2010,2.3408
8918,2011,2.6216
8919,2012,2.6116
8920,2013,2.7087
8921,2014,2.3609998
8922,2015,2.8581998
8923,2016,2.6738
8924,2017,2.698
8925,2018,2.6009
8926,2019,2.7595
8927,2020,2.8702
8928,2021,2.5063999
8929,1961,2.6076
8930,1962,3.2087998
8931,1963,2.9422998
8932,1964,3.3002
8933,1965,3.2712
8934,1966,2.9712
8935,1967,3.7863
8936,1968,3.8488
8937,1969,3.6864
8938,1970,3.5396
8939,1971,4.0717998
8940,1972,4.3226
8941,1973,4.4356
8942,1974,4.6243997
8943,1975,4.0228
8944,1976,3.8999
8945,1977,4.2588997
8946,1978,4.9776998
8947,1979,4.7525997
8948,1980,5.0137
8949,1981,4.9593997
8950,1982,5.2486
8951,1983,5.1637
8952,1984,6.2742
8953,1985,5.9164
8954,1986,5.6625
8955,1987,5.5983996
8956,1988,6.1686
8957,1989,6.1282997
8958,1990,6.3687
8959,1991,6.6584
8960,1992,6.2573
8961,1993,6.4845
8962,1994,6.6789
8963,1995,6.6271996
8964,1996,7.1921997
8965,1997,6.8395
8966,1998,7.4028997
8967,1999,7.2876
8968,2000,7.1089997
8969,2001,7.0456
8970,2002,7.1882
8971,2003,6.3543997
8972,2004,7.7668
8973,2005,7.1313
8974,2006,6.8897996
8975,2007,6.4905
8976,2008,7.4444
8977,2009,7.5495996
8978,2010,7.0909996
8979,2011,6.8041
8980,2012,7.1492
8981,2013,7.4948997
8982,2014,7.8129997
8983,2015,7.8805
8984,2016,6.1742
8985,2017,7.3515997
8986,2018,6.7170997
8987,2019,7.5983
8988,2020,7.1309
8989,2021,7.0246
8990,1961,1.0889
8991,1962,1.206
8992,1963,1.132
8993,1964,1.2413
8994,1965,1.2150999
8995,1966,1.4079
8996,1967,1.3392
8997,1968,1.4534
8998,1969,1.4174
8999,1970,1.4941
9000,1971,1.6244999
9001,1972,1.6046
9002,1973,1.6836
9003,1974,1.6155
9004,1975,1.5701
9005,1976,1.7910999
9006,1977,1.6724
9007,1978,1.9327999
9008,1979,1.8521999
9009,1980,1.8554
9010,1981,1.88
9011,1982,1.9992
9012,1983,2.1258
9013,1984,2.2201
9014,1985,2.1719
9015,1986,2.3213
9016,1987,2.29
9017,1988,2.2926
9018,1989,2.3732
9019,1990,2.5626
9020,1991,2.4414
9021,1992,2.534
9022,1993,2.537
9023,1994,2.4777
9024,1995,2.4958
9025,1996,2.564
9026,1997,2.7157
9027,1998,2.7063
9028,1999,2.7461998
9029,2000,2.7316
9030,2001,2.7417
9031,2002,2.7551
9032,2003,2.6513999
9033,2004,2.9426
9034,2005,2.8286998
9035,2006,2.8904
9036,2007,2.8155
9037,2008,3.0626
9038,2009,3.0356998
9039,2010,2.9721
9040,2011,3.1639
9041,2012,3.0916998
9042,2013,3.2472
9043,2014,3.3162
9044,2015,3.3216999
9045,2016,3.4150999
9046,2017,3.5379999
9047,2018,3.4243999
9048,2019,3.5424
9049,2020,3.4738998
9050,2021,3.4919
9051,1961,1.3076999
9052,1962,1.2962999
9053,1963,1.2982
9054,1964,1.2968999
9055,1965,1.3392999
9056,1966,1.3026999
9057,1967,1.3342999
9058,1968,1.2059
9059,1969,1.119
9060,1970,0.9102
9061,1971,1.1386
9062,1972,1.0227
9063,1973,1.1071
9064,1974,1.1194999
9065,1975,1.23
9066,1976,1.1769999
9067,1977,1.1135
9068,1978,0.78669995
9069,1979,1.0864
9070,1980,1.0
9071,1981,1.1074
9072,1982,1.1481
9073,1983,0.69909996
9074,1984,0.7646
9075,1985,1.0282
9076,1986,1.3377999
9077,1987,1.5185
9078,1988,1.7343999
9079,1989,1.7218
9080,1990,1.5826
9081,1991,1.1543
9082,1992,1.5652
9083,1993,1.6092
9084,1994,1.7034999
9085,1995,1.6831
9086,1996,1.4096
9087,1997,1.2301999
9088,1998,1.5034
9089,1999,1.6207
9090,2000,1.6245999
9091,2001,1.6185
9092,2002,1.474
9093,2003,1.1997
9094,2004,1.2322999
9095,2005,1.3133999
9096,2006,1.3474
9097,2007,1.5440999
9098,2008,1.3845999
9099,2009,1.8901
9100,2010,1.7843
9101,2011,1.8666999
9102,2012,1.8095
9103,2013,1.6915
9104,2014,1.7206
9105,2015,1.6692
9106,2016,1.5583
9107,2017,1.5588
9108,2018,1.4332
9109,2019,1.7458999
9110,2020,1.7450999
9111,2021,1.5863
9112,1961,1.6161
9113,1962,1.6466999
9114,1963,1.9324
9115,1964,1.7608
9116,1965,2.057
9117,1966,2.5112
9118,1967,2.5613
9119,1968,2.1685
9120,1969,2.4155998
9121,1970,2.0686998
9122,1971,2.9041
9123,1972,2.5163999
9124,1973,2.7996
9125,1974,3.4090998
9126,1975,2.7271
9127,1976,3.4696999
9128,1977,3.4889
9129,1978,3.1216998
9130,1979,2.9601
9131,1980,3.3581998
9132,1981,3.0807998
9133,1982,3.3488998
9134,1983,3.4338
9135,1984,3.8374
9136,1985,3.6051
9137,1986,3.5474
9138,1987,3.5681
9139,1988,4.1819
9140,1989,3.7847
9141,1990,4.253
9142,1991,4.2661
9143,1961,1.5999999
9144,1962,1.6859
9145,1963,2.014
9146,1964,1.4758999
9147,1965,2.2766
9148,1966,1.9756
9149,1967,1.6582999
9150,1968,1.3333
9151,1969,2.2
9152,1970,1.01
9153,1971,1.0
9154,1972,0.98999995
9155,1973,1.0
9156,1974,2.9517
9157,1975,3.0481
9158,1976,4.935
9159,1977,3.359
9160,1978,3.3381
9161,1979,3.1086
9162,1980,4.0688
9163,1981,3.2875
9164,1982,3.8188999
9165,1983,3.5925999
9166,1984,3.7882998
9167,1985,3.4312
9168,1986,4.9993997
9169,1987,3.7403998
9170,1988,4.2465
9171,1989,4.7219
9172,1990,4.3938
9173,1991,4.3841
9174,1992,4.1004
9175,1993,5.0737
9176,1994,5.2692
9177,1995,4.8705
9178,1996,5.5771
9179,1997,6.6221
9180,1998,5.6681
9181,1999,6.9776998
9182,2000,6.2102
9183,2001,6.6667
9184,2002,6.25
9185,2003,6.4286
9186,2004,6.1180997
9187,2005,6.2103996
9188,2006,5.4946
9189,2007,6.1510997
9190,2008,9.9387
9191,2009,5.6991
9192,2010,6.3118
9193,2011,6.3068
9194,2012,6.8135
9195,2013,6.5435
9196,2014,7.1559
9197,2015,6.8802
9198,2016,6.6004996
9199,2017,7.2439
9200,2018,5.2808
9201,2019,6.6878
9202,2020,7.368
9203,2021,6.7904997
9204,1961,1.4672999
9205,1962,1.5895
9206,1963,1.953
9207,1964,2.6896
9208,1965,2.3532999
9209,1966,2.0091
9210,1967,2.6906998
9211,1968,3.5798
9212,1969,3.2343
9213,1970,3.5326
9214,1971,3.962
9215,1972,3.6783
9216,1973,3.8874
9217,1974,3.6311
9218,1975,3.8541
9219,1976,4.2441
9220,1977,3.8974998
9221,1978,4.4988
9222,1979,4.3931
9223,1980,4.9722
9224,1981,4.9807997
9225,1982,5.1335
9226,1983,5.7665
9227,1984,5.8610997
9228,1985,5.4544
9229,1986,5.9129996
9230,1987,5.7985997
9231,1988,5.7091
9232,1989,5.6766996
9233,1990,5.8210998
9234,1991,5.8912
9235,1992,5.0892997
9236,1993,5.7707996
9237,1994,5.4649
9238,1995,5.036
9239,1996,5.4999
9240,1997,5.6
9241,1998,5.5
9242,1999,5.5
9243,2000,5.4
9244,2001,5.2999997
9245,2002,5.0
9246,2003,3.0
9247,2004,3.5
9248,2005,3.5
9249,2006,3.6
9250,2007,2.9998
9251,2008,3.0096998
9252,2009,3.0
9253,2010,2.7788
9254,2011,2.6604
9255,2012,2.4902
9256,2013,2.343
9257,2014,2.215
9258,2015,2.0486
9259,2016,1.9013
9260,2017,1.7542
9261,2018,2.6945999
9262,2019,3.9148998
9263,2020,4.7795997
9264,2021,5.0759
